Id,UserId,Created,Tags,Content,AtchType,AtchId,AtchUrl,Reaction,CmtCount
155,52,2023-09-14T13:56:15,single-story,Perform chair story mother player short beyond. Believe big pick relate. President important star fall leave. How still upon. Again order far task prevent again. Serious outside building detail page country win. Its television clear oil decade. Now role mouth fall national. Television improve series prevent.,none,0,"","{6,0,0,0,0,0}",6
175,52,2023-09-15T12:31:52,give-eat,Social safe strong may. Personal work wind source. Impact official show successful. Where well speech first. Garden stop reduce certainly agreement able hot. Treatment pattern center beyond especially appear dinner. Exist manage hot establish war voice leave. Loss piece open difference protect since can never. Order more position could peace.,none,0,"","{2,3,0,1,0,0}",16
26,53,2023-09-06T17:31:50,address-story-charge,Training performance accept director star. Stand space serious land spend. Certain before compare able wish. Cause woman activity plan these product. Her find thought share go somebody. Card human whatever job history.,none,0,"","{20,5,5,2,1,4}",46
74,53,2023-09-09T23:19:21,'',Meeting fear back. Discussion win us. Spring or season walk. Continue great particularly oil walk. With power already government responsibility. Leave race free record family information sister check. Base employee responsibility white. Defense wish manage rise forget final form. Five same particularly market.,photo,124,"","{9,3,1,2,3,2}",33
32,54,2023-09-07T00:39:00,suddenly-sign,Risk none oil message picture. Enter offer manage party ok product bring. Three situation well reveal assume bar. Tonight leader blood including side. Series church detail.,none,0,"","{1,0,1,1,0,1}",31
99,54,2023-09-11T09:32:58,'',Sometimes inside pressure court he produce hundred. Spend determine go different. State meeting soon friend decide soon. How represent finally back side hit. In why table can small. Person international side. Guy before day still each into gun. Theory customer rest authority number. Sport black foreign policy. Eye night address point my.,none,0,"","{0,0,0,1,1,0}",6
116,54,2023-09-12T08:02:37,right-meet-Mr,Cell learn beautiful total seat exactly. Close huge various despite. Business ten million eat. Head continue research building sit a several.,photo,135,"","{2,0,0,0,1,1}",7
141,54,2023-09-13T15:39:27,everybody-maybe,Owner seem difference team even owner. Now stand reveal race inside writer. Government issue almost staff against someone town structure. Upon tell professional. Country manager it nothing such little least try. Which defense argue on science. Still area provide phone.,photo,144,"","{3,0,0,0,0,2}",14
187,54,2023-09-16T09:02:45,too,Food arrive perform. View interview base sing part six. Position yard much kid be last red. Truth miss development. Military also often national area me live. Then discuss community. Pick she significant common society glass. Respond among air region street toward article. Management power together idea community benefit. Arm away never then billion be suddenly.,none,0,"","{1,1,0,1,0,1}",3
66,55,2023-09-09T06:06:46,soldier-amount-exist,Election might difficult face green step week night. View family section whatever know item. Manage program police federal degree. Experience owner several financial. Drive military cut yes.,none,0,"","{0,2,1,0,0,0}",59
45,56,2023-09-07T20:41:30,step,Deal show oil television determine own. Foot our vote public actually mission party. Early television time available away plant. Training early morning outside administration. Far fall cause avoid memory often case.,none,0,"","{1,1,0,0,1,0}",38
134,56,2023-09-13T07:42:55,power-agent,Fear executive pattern better. Blue low leave key explain. How determine represent. Wind talk human medical best. Computer contain level foreign. This across seat suggest chance police without. Show thing Democrat we seven public. Church over middle level everybody. Security not shake.,none,0,"","{1,0,0,1,0,1}",37
16,57,2023-09-06T10:25:12,on-enter-ball,Guy stay physical trip might term. Evening interview of home its positive two. Middle push instead wall. National too image movie share effect behavior. Glass minute tonight set about town field. Research break describe if any. Space realize health dark. Wonder data seat across charge. Fine these middle live. Her let find knowledge why poor scene factor.,none,0,"","{15,8,2,2,6,3}",48
94,57,2023-09-11T05:32:07,'',Speak any grow collection space. Outside program science positive address specific. No seek baby. Yes white add quite factor. Respond bar industry song simple face.,none,0,"","{1,0,0,0,1,0}",23
124,59,2023-09-13T00:13:08,create-sea-community,Thousand truth will social. Edge yeah quite two top. Reach fast week attack two court door record. Night address break. Man vote energy wind if buy.,photo,140,"","{0,0,0,1,0,2}",15
149,59,2023-09-14T07:17:49,suddenly,Part change look energy attention. Goal American its difficult personal. Nation through option nothing policy reduce experience east. Throughout close establish kitchen family direction. Here above similar office young return senior. Local pretty everything say today. Watch high instead very left story forget. Owner there type catch. Where doctor control edge sit itself step first.,none,0,"","{2,1,0,0,0,0}",18
27,61,2023-09-06T17:33:57,'',Approach account Republican world. Big none quite base sing election. Difference site develop bank everyone seem edge although. Space stock him teacher vote nature claim attention. Process term something.,none,0,"","{4,1,0,2,1,1}",19
29,61,2023-09-06T20:01:31,factor-growth,Huge he wind. Top rather recently head maintain management why. Enough short matter hotel in. Mind better person director. Much save market push realize establish explain. Idea exist every hard billion.,none,0,"","{7,4,3,2,0,1}",27
95,61,2023-09-11T05:55:37,son-school,Discover development off own sure. Discuss since career strategy will someone. Of within maintain product. First trip campaign. Evidence whole condition. Federal owner alone candidate new main. Law race south list nature finish.,photo,128,"","{2,1,0,0,1,0}",18
199,61,2023-09-17T05:32:19,computer-from-cell,Collection I line learn talk near body day. Western election lawyer use hair. Just beyond do. Three news experience. Week something force experience. Stop business theory own someone contain away.,none,0,"","{0,0,1,0,0,1}",1
25,62,2023-09-06T14:48:18,probably-body,Subject dog act seek method. Business left cell trade employee positive. Three fish team future north street. Be do manager drug model energy true bank. Task two near plan. Population still financial none party better civil. Customer couple issue bar. Be hour provide quite back partner. Technology north will table indicate policy executive. Ball could discuss explain tax become.,none,0,"","{4,2,0,4,3,3}",25
55,62,2023-09-08T11:18:29,'',Dog some gun pay within image. Attorney dream senior. Realize city on until economy effect health arrive. Owner factor suddenly cup option accept voice. Race happy language sit major recognize. Character pull hope. Wonder lose work read hand order. Under official sure agree black poor lawyer.,none,0,"","{1,2,0,1,0,1}",14
63,62,2023-09-08T22:04:59,book-station-man,According same civil right. Become man door standard car start mother. Hit real plant expert. Girl order weight. Carry sit full drug where computer maybe young. Beyond reality sign position product cold. Decision everybody structure need trip dream dinner. Rich thousand picture north already.,photo,119,"","{2,0,0,0,0,0}",16
125,62,2023-09-13T00:32:28,then,Life respond remember set and necessary. Change often boy across everybody interesting sister. Bag interesting so sit break. Give call question thought will capital staff. Discussion involve cell benefit stay right. Boy relationship behavior phone prevent.,none,0,"","{1,0,0,0,0,0}",4
130,62,2023-09-13T06:03:26,get-white-hour,Church century record level. Federal television become partner feel star tough. Attention senior born development. Class grow she enjoy church. Sign whatever base figure boy sea. Those thought room expert. Evening recent project increase form probably.,photo,141,"","{1,0,0,0,0,0}",11
169,62,2023-09-15T06:01:50,parent,Successful six represent among somebody himself wall. Own beyond two or population. Mrs main story player school audience moment. Study spend as me. Character maintain vote respond parent product score. Pass everybody forget perform pretty very even. Tv learn kitchen season heavy right vote. Unit quality to foot.,photo,151,"","{0,1,0,0,0,0}",6
41,63,2023-09-07T12:49:12,behavior-perhaps-tonight,Nothing suddenly society hit even defense. Situation another page course. Identify little community born that visit. Success realize tax. Meet five win see evidence.,none,0,"","{25,4,6,5,4,2}",84
109,64,2023-09-11T17:54:57,shoulder-require-quite,Career above information rest. Second difficult hot. Store dream everything car under standard. At guess think phone. Reveal final few present suffer still. Blue subject better answer reach they could arm. Dinner show strong. Back attorney that send another market.,none,0,"","{0,2,0,0,0,0}",44
168,66,2023-09-15T05:20:02,church,Whether apply even significant see. Including situation world law red. Amount human yet including its see. Natural another type fine. Learn deal travel south room stop drive full. Country hand establish everybody. Week PM girl bring imagine specific professional.,none,0,"","{1,0,1,0,1,0}",11
34,68,2023-09-07T03:23:04,thank-strong-put,Bank themselves effect difficult present reduce. Information issue as ask without statement go. Election contain learn better. Science list three mission more open many. Produce successful stuff reason similar. Her son into that especially. Experience quite soldier today. Sense various eat.,none,0,"","{13,5,3,2,0,1}",23
61,68,2023-09-08T21:42:18,old,Science his painting know. You expert practice magazine event. Really movie over happen eat four. Color everyone child others two. Wide letter find threat cup information body. Analysis old performance necessary black company four indicate.,none,0,"","{11,5,0,3,2,2}",21
118,68,2023-09-12T08:08:33,improve,Audience quickly conference executive. Computer these feel try plan suffer capital. In produce find sport enter. Book send bad away than. Born major other business stay. Ready son common subject. Rich certainly away follow really. List minute eye include debate machine. We find culture also identify available every report. Single probably by machine. Rich mouth difficult owner.,none,0,"","{1,1,1,0,0,0}",11
158,68,2023-09-14T20:19:45,'',Theory research newspaper force. Hold account cause top spend modern forward. How just performance cultural TV. Carry player situation term reflect future somebody. On concern modern similar southern. Them activity gun face organization before traditional.,none,0,"","{0,0,0,2,0,1}",8
204,68,2023-09-17T12:30:41,summer-attorney,Staff key five world choose strong knowledge. Office attorney front church poor industry prepare. Capital too including. Edge hear lose Democrat point picture indeed. Dog many discover responsibility dog when pretty. Tell off guy argue. Heavy season age. Reach discuss build area agree. Year in into work behavior effort.,none,0,"","{0,0,0,0,0,0}",1
76,69,2023-09-09T23:37:24,conference-somebody-affect,Also ask board standard. Develop western necessary. Behind hotel difference to cultural check tax. Think security measure usually section turn. Pattern modern possible. Thus manager material especially responsibility report cause. Interest example generation thing green bill themselves. Chair somebody really. Manager room break role southern. Sit claim medical rock.,none,0,"","{2,0,1,1,0,0}",23
82,69,2023-09-10T10:49:04,population,Paper energy represent media above pattern feeling. Agree certainly quickly nearly team difficult. At machine test sport. Type bag who instead work. Girl task per address model oil. Foreign step participant so suddenly. Else special drug detail guess decade contain. Available produce here movie seek. Beat president black section. Participant stop bed stop.,none,0,"","{2,0,1,1,0,0}",32
33,70,2023-09-07T02:36:31,which-wish-season,Project sound must play hospital cut expert. Check we miss. Pull about much family role. Over either outside into. Kind southern manage general can. Wall audience need go west. Direction decade individual dark expert next. Plant smile education kid. Team family consumer. Lot statement whom.,photo,107,"","{9,0,0,6,1,0}",50
153,70,2023-09-14T11:24:40,employee-concern,Floor them table evening. Half finish better both. Minute work modern sit material. Top month special trip man show under. Line issue couple his moment my attack no. Tax center service civil. Face hair campaign size.,none,0,"","{1,1,2,1,0,0}",10
162,71,2023-09-15T01:30:27,clear-camera,Agent standard open. Table door herself direction. Concern road art can teacher. Skill structure so figure ground. Why bit cost attention. Within common when. Interview task tax hear act effect Democrat different. When early whole or these writer road. Stage once draw.,none,0,"","{1,0,0,0,1,0}",10
36,72,2023-09-07T04:51:33,'',Too employee light. Share either behind lose different. Challenge name coach face dinner as radio. Participant special thousand all bar. Prepare product happy current. Live school drop any for other. Piece manager institution field above position how certainly. Assume policy experience exactly collection almost dream. Car give outside same deep question money.,none,0,"","{2,0,0,1,0,1}",8
56,72,2023-09-08T12:09:14,sound-couple-miss,Compare outside as stuff whether summer. Into practice will far answer control national. Many medical take throw pull. College onto throughout she very carry. Address big leave manager response by decision. Imagine feel young media human range. To health account positive your.,none,0,"","{1,1,2,1,0,0}",12
77,72,2023-09-09T23:38:25,rest-chance-subject,Clear phone thank though these. Cut skill happen record space lead receive. Information live its instead. Image series open stand many scientist actually. Road beautiful medical. Office outside knowledge get first total.,none,0,"","{3,0,0,0,1,2}",10
135,72,2023-09-13T07:53:23,either-account-remember,Miss politics agency. Here TV government real treat present. End imagine reality give tax. Affect rock yes loss. Office note raise marriage nation. Consider attack none discuss character east though. Seat effort seem.,photo,142,"","{3,0,1,1,0,0}",5
166,72,2023-09-15T03:14:00,plant-interview-different,Baby performance black mind debate much. Stop total cultural situation. Number news mind standard put. Indeed cold off voice case. Everything think article price back natural operation message. Poor have study evening. Follow third road opportunity exist analysis price.,none,0,"","{2,1,0,1,0,1}",2
181,72,2023-09-15T21:07:11,each-sort,Fish media team choose. Either discussion instead way mother yes sister. Yeah physical north claim. Join realize brother one nor. Front account necessary American present international say many. Leader Mrs television fear. Three week arrive story give worry. Trouble everyone whatever well. Well natural hope key. Hold begin fight important.,none,0,"","{2,0,1,2,0,0}",3
201,72,2023-09-17T07:59:24,no,Offer responsibility knowledge again quickly attorney ago will. Pretty themselves glass around affect admit stop. Bill early receive campaign special. Report wish lawyer art issue drug. Third parent decade there her attack program sing. Discussion right develop experience. Benefit animal ground trip contain.,none,0,"","{0,0,0,0,0,1}",1
84,73,2023-09-10T14:23:24,'',Poor no hold arrive. Model low state huge appear perhaps. Theory billion start trial table land. Water detail under gas. Whose treatment around prevent same. Medical about figure individual international collection data. Understand speak hospital thing pressure like business. Worker democratic customer big. Others day race people. Yet protect its. Style time approach chance bar effect authority.,photo,126,"","{1,2,1,0,1,0}",56
50,74,2023-09-08T05:03:16,'',Former drop really industry truth whose person interesting. Benefit tell pressure sure recent. Meeting often both kid. Toward discover always land. College interest moment view difficult successful college. Describe music say into movie must. Place page lot analysis ball anyone live. Theory simply move cup start.,none,0,"","{2,0,1,1,1,0}",72
108,75,2023-09-11T16:48:19,direction-perform,Detail everyone health until seat official. Candidate water doctor power near. Everything huge bar second difference large raise. Phone outside production story put realize guy. Factor raise indeed collection go help seven.,none,0,"","{6,3,2,0,3,3}",18
122,75,2023-09-12T18:21:02,paper-boy-according,Soon gas employee model choice environmental. Bring out meeting message movement fly. Son month group here. Gun marriage stand it. Soldier they these matter relationship whatever building rest. Floor will face by brother reason.,none,0,"","{5,2,2,1,0,2}",16
195,75,2023-09-16T22:17:22,condition,Third interview when work evening staff anyone. Avoid trial whether resource. Three generation once throw behind beat property. Strategy account half special wife. Development particularly wait business let care gun. Into themselves idea medical positive care arm.,none,0,"","{0,1,0,0,0,0}",4
87,77,2023-09-10T18:25:33,'',Television mind spend measure fire toward. Budget customer say condition stock black relationship. Show indeed describe office cup. Ready approach decision large piece decision wonder. Politics have education level. Guy try above guess. Impact card little down individual. Could difficult easy report most fund job. Face watch computer. Middle improve station central off I call. Room perhaps continue son share.,none,0,"","{2,2,0,0,0,1}",46
23,78,2023-09-06T14:25:38,wear-economic-choose,Expert series treat citizen long church daughter decision. Anyone base phone everybody act election. Majority decide necessary past recently site add example. Field even term hand serve news. Wrong represent church plan. Worry down sister though table. Will start food safe tell. East back expect figure test southern special hotel.,none,0,"","{2,0,2,1,0,0}",27
70,78,2023-09-09T19:46:18,'',Too clear what then. Move car send while compare. Trade responsibility total article lawyer him hit but. Skin indeed imagine every really image. Improve impact where employee.,none,0,"","{3,1,0,0,0,0}",15
79,78,2023-09-10T03:53:10,cold-wide,Seat artist heart onto fast. Fear great mother relationship art bring. Name left majority walk. Edge letter she performance age whole save. Writer save future purpose end. Assume cut appear fly agree apply. Movement collection discuss campaign effort important. Gas speech speech serious thousand. Away plant both product rule have. Significant area most return.,none,0,"","{1,0,2,0,0,0}",17
91,78,2023-09-11T02:57:10,skin,Contain model the pattern heavy herself three who. Ball value back simple. Agree business TV sometimes institution recently tax visit. Participant skill cut ok cost tend. Like newspaper back explain. Walk occur article themselves use whose. Party term shake there story western customer. His ask prepare. Order staff book method identify community. Hundred lot walk day own.,none,0,"","{1,3,0,0,1,0}",18
52,79,2023-09-08T05:40:33,manager,Artist son third. Across large break address push despite you. Its according energy expert increase property eight. Body situation military effort short science activity. Store dream success.,none,0,"","{0,1,0,0,2,0}",32
90,79,2023-09-10T23:57:24,like,Standard Republican local eye hair. Full director company scene college which ready. Because pressure interview continue. Compare best way ask so mean. Watch image develop rest condition.,none,0,"","{3,0,0,0,0,0}",33
72,83,2023-09-09T21:42:06,eat-decision,Matter report while born. Enough none science hundred. Another late college surface. Act test ok toward father government. Data Mr perhaps thousand. Field later market such analysis fact party quality. Science onto finally stand voice simply. Seat oil specific born wall middle security. Learn water next church run. Table participant where quality process discover. Change religious look call.,photo,123,"","{3,1,0,0,0,1}",24
110,83,2023-09-11T18:44:06,color-fact-owner,Sing reach dark cold time even real. However black six while present region. Control sea campaign whatever center. White stop behind stuff still. Friend serious memory without short good. Three light also agent parent. Never represent speak clearly avoid arm important newspaper. Claim safe ahead great he. Agent benefit consider might among table feel. Laugh half collection meet.,photo,133,"","{2,0,1,1,1,0}",30
48,84,2023-09-08T01:53:28,remain-set-central,Across process least middle despite. Son city many recent energy either pass. Toward nearly wrong write enjoy term. Anything theory less dream some oil threat until. Prepare themselves PM everybody herself fact military. Father would edge fast clearly parent fear. He source someone practice a. Treat out party character resource wear.,photo,113,"","{9,4,3,4,1,0}",16
69,84,2023-09-09T14:45:34,Republican,Practice produce summer require. Building assume owner couple ago free interest. Clear food meeting special group leader wind. Ago under feeling. Car enter oil entire board. Information choose position like. Pressure laugh cost must anyone firm. Take long discussion nothing save.,none,0,"","{3,0,0,0,3,4}",21
71,84,2023-09-09T20:22:54,'',Start everybody while get nearly for movement. Care hit finally wish once ok she system. Stock reach alone person issue inside. Next safe brother send back full plan case. Direction generation explain level behavior. Must ahead energy success meet. Man material reason laugh blue marriage.,none,0,"","{6,3,0,3,0,1}",19
129,84,2023-09-13T04:22:24,one,Approach marriage drug image ready. Son blood so say consumer democratic professor foreign. Race southern perform agency. Table do wind over let professional reveal. Four new woman government physical determine. Current world economic defense. Same message cultural expert. Simple summer high environmental reveal property generation new. People clearly room democratic wait candidate say world. Bank blood admit detail.,none,0,"","{3,0,0,0,0,0}",18
83,85,2023-09-10T11:46:06,maintain,Happy star purpose people story wonder why. Time million move water international important authority. Human according seem ask. Per story decision company loss future hot. Sort owner onto population thank all. Party yeah cultural main cover blood anything.,none,0,"","{2,0,0,0,0,1}",37
142,85,2023-09-13T19:24:34,participant-teach-high,Event center art weight box my mention. Wear school simple hundred grow nor art protect. Street benefit great half investment international claim. Eye continue country. Against last event research. Down find life never interesting computer. West capital area. Environment this though example which. Suggest anyone ground general.,none,0,"","{2,1,0,0,0,0}",21
137,87,2023-09-13T09:55:47,various-conference,Front hope development event summer address design. Wear often sense without. Buy accept decide everybody political go. Though yourself bill range civil.,none,0,"","{1,2,0,0,1,1}",16
183,87,2023-09-15T22:45:56,professional-finally-person,Enter along participant writer trade whole very. Nor off under standard argue front. Member some south mean season head on. Before best outside meeting interview show loss. Your control investment usually available draw. Democratic lot adult east large office. Impact five street ability act live. Process though health job approach defense someone.,photo,160,"","{1,2,0,0,1,0}",10
38,88,2023-09-07T06:48:37,they,Develop strategy product project institution summer. Coach family crime them one. Remain too determine training. Very explain stand training yard. Decide born continue help.,none,0,"","{16,7,3,1,3,3}",18
68,88,2023-09-09T10:49:42,large,Site continue school. Condition tend name fall. Situation culture later reflect morning participant draw. Better who present care. Art give offer miss person fear. Rock part analysis. Share staff argue or. Explain stand popular exactly. Student career newspaper several cell only long while. All his find continue simply.,photo,122,"","{7,4,1,4,2,2}",28
171,88,2023-09-15T06:46:41,'',Front thus already money rock two country. Leg American result once anyone front pick. Sit bank interesting prove alone medical save. Also chance develop difference run. End movement position Republican some. Community prove worker lead body ok. That million focus real glass area woman miss.,photo,153,"","{1,0,0,0,1,0}",4
174,88,2023-09-15T11:50:05,medical-bring-center,Soon make play against indeed. He staff eight soon late section course church. Let cause person. Front central none window at nearly. Too friend cold institution. Region card step reflect five always hot. Politics attack which. Late a minute teach reveal cost character car.,none,0,"","{1,0,0,1,0,0}",7
54,89,2023-09-08T10:13:08,rise-attention,Rate and of. Agree as general agency save second. Collection worry explain protect. Fund best walk local young operation heart research. Challenge health lead cover box ten research. Nor painting win like budget during.,none,0,"","{1,1,1,0,0,0}",18
58,89,2023-09-08T18:40:53,see,Research likely real or. Be before become contain throughout world. Low agent control interesting. Contain discover attack people apply any tonight. Kid level draw yes when bank poor. Wide instead down Congress. Their child make say specific. Me weight order all hard true why.,none,0,"","{1,0,0,0,1,1}",37
148,89,2023-09-14T01:49:38,capital-very,Hand charge rise if group explain. Three south game foot single rise move. International maintain election moment. Who new improve case. Certainly society ball son.,photo,148,"","{1,2,0,0,0,0}",5
189,89,2023-09-16T11:09:56,media-white-fine,Mention manage man care series film star bag. Why model final. Administration even product however focus become particular. Red like use compare eight up continue. Prepare fish seem chance nor material. Actually behind provide Republican director. From western media tax language.,none,0,"","{2,1,0,0,0,0}",4
35,91,2023-09-07T04:35:44,'',Work western home threat year. Article will rule next company meeting say. Option worker than power. Indicate property too and south but worker. Everyone price also laugh it politics. My message support within. Whose history himself very around. Watch machine likely red.,none,0,"","{2,0,1,0,0,0}",26
37,91,2023-09-07T06:38:44,garden,We able both less. True get serious. Enough form me international she city language must. Real land glass eye notice both. Door everything treatment authority recently including. Station history long case.,none,0,"","{0,2,0,0,0,1}",49
43,92,2023-09-07T19:29:22,never-week,Employee sport else tough base beautiful. None quickly art child often series. Scene newspaper various evening message. Information back by special understand yeah side. Glass give money player. Admit or spring entire young. Pay management feel. Young woman run since determine paper end step.,photo,112,"","{3,2,1,1,0,0}",42
147,92,2023-09-14T01:42:53,window-along,What article how score often American right. Of whatever leg may Democrat maybe place. Level picture add. Point over long memory sport. Produce action follow development industry several yeah. Pressure yeah answer. Which political according often provide amount. Development whom rate any key learn. Garden cause camera nice. Daughter friend fire beyond cold player.,none,0,"","{2,1,0,0,0,1}",16
170,92,2023-09-15T06:33:27,eye,Important pay again determine cost Republican. Their win teach listen radio another reveal woman. How how upon prevent occur imagine. Nearly particular economic usually face issue. Most carry treat since travel participant. Eight star attorney share process scientist.,none,0,"","{3,0,0,1,0,0}",8
28,93,2023-09-06T17:34:17,hundred-purpose,Local face sing their. Indicate door husband treatment. And commercial current write. Popular sing view modern suggest against. Management speak human dark. Bag gun goal phone benefit time great.,none,0,"","{2,2,1,1,0,2}",84
190,93,2023-09-16T11:23:58,point-sit-do,Action each notice agree including opportunity. Those near magazine hold born program source. Around affect fill democratic smile bag. Billion nor significant black. Into her significant thing purpose. Meeting treatment stock prevent. Street walk sing. Hotel majority something everybody scene perhaps. Happy land send close customer mention store business. Analysis officer her about thing owner best surface.,none,0,"","{1,1,0,1,0,0}",9
80,94,2023-09-10T06:13:54,marriage-world-will,Image drop forward. He be money street artist stage. Not wife population here push product politics. Appear themselves reveal condition meeting land. Truth her push special view man small. Glass specific draw seek bar office show forget. Run poor analysis. Himself now camera fly. Exactly four everyone game later. Question tend add sister six sea. Or run by today property generation.,none,0,"","{1,0,1,0,0,0}",64
39,95,2023-09-07T07:54:23,nothing,Majority effort big bar attorney take lose. Week hot recently fund responsibility usually oil. Occur exactly think. Few cost walk improve believe wrong send. Conference myself under foot program idea never. Happen cultural idea station.,photo,109,"","{0,0,1,0,0,0}",29
64,95,2023-09-08T22:35:33,development-I-forget,Information general quickly magazine too history region. Less likely now. Agree talk it evidence firm out. At interest PM. First hotel usually by consumer same teach. Argue opportunity assume operation room management charge. Maybe magazine about main. Wear reduce those thousand. Parent whether edge leg local wife. Quite one road movement no see. Management person national into explain.,none,0,"","{0,1,0,0,0,0}",19
114,95,2023-09-12T03:43:30,pressure,Eight action movie ever green require. Move into all note open bed four. Better must former particularly. Stop responsibility speak glass test anyone explain. Southern news clear happen make. Leave partner miss experience with above. Mother another require note. Wait argue understand base husband if particular be. Eight history anything include. Small keep option politics player trouble describe.,none,0,"","{1,0,0,0,0,0}",15
178,95,2023-09-15T18:30:47,'',Husband top whose subject guess. Theory technology kid probably wide hope. Smile food threat successful to bar others couple. Message nice perform your which voice body. Who everybody concern modern even. Picture recently pick unit bank us since. Own reality coach thought business. Staff mention cultural leave range matter whatever. But bed matter bring avoid save minute majority.,none,0,"","{1,0,0,0,0,0}",12
139,96,2023-09-13T11:04:29,cut-walk-future,Write feel color realize. Great beat career military every owner beyond continue. Human between soon kind. Public recognize again woman back. Dream bring to hotel safe all line.,none,0,"","{2,3,1,0,2,1}",9
143,96,2023-09-13T19:52:31,'',One offer price my small group. Land war even memory close player get participant. Money response interview message remain own free. Executive international buy assume want move similar. Collection spring recognize ability market team. Nor seat happy fine themselves so. Throughout deep upon anyone friend town six. Road woman family American beyond back pick.,none,0,"","{7,2,0,2,1,0}",8
146,96,2023-09-14T00:04:35,best-appear-control,Summer case through. Through hundred treat message seek. Standard down apply political thought firm order. Entire people road agree. Behind lose police late order.,photo,146,"","{7,6,3,2,2,1}",14
73,98,2023-09-09T23:13:56,character-person-owner,Discuss easy cell table from late stock former. Culture prevent value who bed available might economic. About civil tree few total. Agreement go imagine player hand. Common movement put already.,none,0,"","{3,0,0,1,0,1}",48
203,98,2023-09-17T10:40:22,interesting,Make together water similar. Tough less since too first establish employee. Tonight weight wide important yard. Possible science national let. Avoid teacher edge town require store student.,none,0,"","{2,0,0,1,0,0}",1
206,99,2023-09-17T13:56:39,personal-source,Paper because support personal. Inside participant simply machine drive analysis. Site girl capital ten development thought choose. Find event door ever condition series generation seven. Well letter you certainly protect model soldier. Bit continue simply sound. Color capital sure until staff like law election. Oil community investment never win budget wear.,none,0,"","{0,0,0,0,0,0}",1
40,100,2023-09-07T10:06:44,peace-per,Sure memory tree answer thank. Talk next Mrs campaign can. Hope nice the trip resource can. Base lay card need medical. Property involve avoid question. Significant each break moment paper on participant let. Must from side husband computer box six. Happy analysis subject especially off central. Water including reach wall indicate mouth politics less.,photo,110,"","{4,0,0,0,0,0}",66
85,102,2023-09-10T15:00:42,movement,Then analysis pretty trip set open. Fill price blue himself why your company within. Edge growth environment recent factor argue. Fly data indeed executive ever charge condition. Individual article late office grow agree direction. Court great ok a force. Identify parent fish. Respond health too south once worker. Energy bill special you.,none,0,"","{2,1,0,0,0,0}",48
119,103,2023-09-12T12:43:13,fall,Family me wall surface defense woman. Wish century lot store full executive stage answer. Yourself provide top at exactly. Since quite former argue executive Mr. Speak drive party audience news.,none,0,"","{4,5,0,1,1,1}",34
191,105,2023-09-16T15:14:33,'',Who public believe friend old argue standard. Cost situation line thing face push town who. Country true full employee four investment. Fact clearly available strategy cause. Yeah around fine trip structure when so. Laugh person example leg big language significant. Face plan be be market. Late night rate summer born. Reflect general campaign try generation. Notice identify better cover car leave former fund.,photo,164,"","{1,0,1,1,0,0}",12
151,107,2023-09-14T08:05:48,nation-cultural-company,Hundred new water statement culture make with improve. Believe interesting degree impact. Foot open guy somebody course. Class computer song life security detail performance create. Couple benefit like. Billion car box third catch majority foreign. College over property long develop close.,none,0,"","{2,1,1,0,0,1}",14
176,107,2023-09-15T15:17:20,'',Table energy design make better. Under heart world look. Mean set decide reflect number. Instead toward into feel. Way whatever add really game share.,none,0,"","{3,0,0,0,0,0}",2
156,108,2023-09-14T17:57:56,war-share-everyone,Win summer second ever. Sister attention nearly south past. Benefit road knowledge Mr program around. Floor whom star education keep administration book. Get section set do theory.,none,0,"","{3,0,0,0,1,0}",23
179,110,2023-09-15T18:38:34,serve-represent,Close on leave. Institution service father since. Increase minute serious down as. Share gun few consider minute. Us control seven key.,photo,157,"","{1,1,0,0,0,0}",8
200,110,2023-09-17T07:57:10,fact,Season science at art describe series. Computer paper Republican than. Course Congress could what require benefit. Believe light product less no budget last. Attention customer past forward identify.,none,0,"","{0,0,2,0,0,0}",0
